No,Issue 일자,구분,집계여부,집계분류(대),발생처/검사처,제품군,이전공정(발생처),생의번호(SO),생의번호(WO),생의건수(건),JDE 등록여부,고객사,품명,Item Code 또는 규격,긴급검사 여부,수량_생의,수량_검사의뢰,저항1,저항2,두께1,두께2,두께3,두께4,두께5,두께6,두께7,두께8,명도1,특기사항,검사시간(분),검사자/담당자,POP등록여부,검사장비,초도품(FA),판정,부적합 수준,NCR No,귀책구분,귀책처_발생,귀책담당자_발생,귀책처_유출,귀책담당자_유출,치수,특성,조립,누락,형상,외관,기타,불량현상(세부내용),대책서 접수일자,시정(구분),시정(세부내용),시정(일자),원인(구분),원인(세부내용),대책(세부내용),대책(적용일자),유효성(확인일자),유효성(확인한 생의번호),유효성(확인자),유효성(판정),F-Cost_재료,F-Cost_가공/공구,F-Cost_인건,F-Cost_운송,F-Cost_출장,F-Cost_기타,F-Cost_합계,수량_검사(치수),수량_검사(외관),수량_불량(치수),수량_불량(외관),수량_불량(합계),일정_적용월,일정_주차,F-Cost_구분,부적합 종결,발생~대책접수(일),발생~시정(일),발생~대책적용(일),발생~유효성확인(일),대책서 접수,검사수 확인,집계_현상,비고,WO 실시간 등록 여부
1,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,67086-100,113120,1,O,주식회사　누리라인,COVER,S109S056-1,Y,2,2,,,,,,,,,,,,,30,최인규,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
2,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,70447-10,118288,1,O,주식회사와이에스씨엔씨,V1A-1,C062S001,,2,2,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
3,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,70291-10,117899,1,O,"GLOBALWAFERS CO.,LTD.TAISIL BRANCH",REFLECTOR,M013S303,,1,1,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
4,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,70291-30,117901,1,O,"GLOBALWAFERS CO.,LTD.TAISIL BRANCH",REFLECTOR,M013S303,,1,1,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
5,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,70447-20,118289,1,O,주식회사와이에스씨엔씨,V1B-2,C062S002,,1,1,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
6,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,69921-40,117346,1,O,엠이엠씨코리아(주),REFLECTOR,M013S303,,1,1,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
7,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,SIC,70291-20,117900,1,O,"GLOBALWAFERS CO.,LTD.TAISIL BRANCH",REFLECTOR,M013S303,,1,1,,,90.6,93.4,93.7,92,93.7,86.7,94.9,91.2,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
8,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,고순도,70033-20,117752,1,O,주식회사에스케이실트론,GFA,S109S107,,6000,6000,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6000,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
9,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,고순도,70034-20,117753,1,O,주식회사에스케이실트론,INNER,S109S107,,5000,5000,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5000,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
10,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,고순도,67086-100,113120,1,O,주식회사에스케이실트론,800MM,S109S056-1,,2,2,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
11,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,초음파,70573-10,118467,1,O,APPLIED MATERIALS,DETECTOR,L280S001,,500,150,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,150,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
12,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,450151,450151,1,O,엑셀리스코리아주식회사,W/REVERSE,A045S1254,,8,8,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
13,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,2025192,2025192,1,O,삼성전자（주）,APERTURE,S008S924,,16,16,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
14,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,70210-80,117819,1,O,삼성전자（주）,LINER,S008S969,,2,2,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
15,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,2025189,2025189,1,O,삼성전자（주）,EX,S008S854,,60,60,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
16,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,70440-10,118277,1,O,삼성전자（주）,DUMP,S008S858,,2,2,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
17,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,2025166,2025166,1,O,삼성전자（주）,EX,S008S647VCI,,136,136,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,136,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
18,2024-12-26 00:00:00,검사,YES,출하,출하(외관),GS,함침,70229-30,117834,1,O,한국일신이온(주),BEAM,N049S757,,5,5,,,,,,,,,,,,,30,김덕경,NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
19,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,탑카본,70596-430,118524,1,O,주식회사　누리라인,SH05M,S402S086,Y,10,10,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
20,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,탑카본,70167-20,117739,1,O,주식회사　누리라인,SH05M,S402S086,Y,30,30,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,30,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
21,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,주광정밀,70619-10,118555,1,O,주식회사　누리라인,APEX,S008S705,,20,20,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,20,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
22,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,주광정밀,4501665,4501665,1,O,주식회사　누리라인,BASE,A045S351,,27,27,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,27,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
23,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,주광정밀,4501673,4501673,1,O,주식회사　누리라인,CUP,A045S636,,5,5,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
24,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,4501540,4501540,1,O,주식회사　누리라인,UPPER,A045S379,,6,6,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
25,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,70384-10,118120,1,O,주식회사　누리라인,LINEX,S008S952,,20,20,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,20,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
26,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,70489-10,118334,1,O,주식회사　누리라인,HEATER,O009S089,,200,200,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,200,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
27,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,70482-10,118314,1,O,주식회사　누리라인,SIDE,A045S626,,16,16,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,16,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
28,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,2025281,2025281,1,O,주식회사　누리라인,APERTURE,S008S200,,400,400,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,400,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
29,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,2025152,2025152,1,O,주식회사　누리라인,APEX,S008S513,,26,26,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,26,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
30,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,70385-40,118132,1,O,주식회사　누리라인,MIH,D183S211,,10,10,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
31,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,미래카본㈜,2025311,2025311,1,O,주식회사　누리라인,CAP,S008S1039,,36,36,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,36,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
32,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,탑카본,4501551,4501551,1,O,주식회사　누리라인,PLATE,A045S1021,,16,16,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,16,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
33,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,탑카본,4501624,4501624,1,O,주식회사　누리라인,STRIKE,A045S405,,62,62,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,62,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
34,2024-12-26 00:00:00,검사,YES,수입,수입(외주),GS,탑카본,4501477,4501477,1,O,주식회사　누리라인,STRIKE,A045S405,,75,75,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,75,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
35,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70801-50,118847,1,O,주식회사　누리라인,APERTURE,L280S044,Y,10,10,,,,,,,,,,,,,120,최인규,YES,CMM,O,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
36,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,H/ZONE,58327-120,98595,1,O,주식회사　누리라인,800MM HEATER,S1109S108,,1,1,0.02501,0.02489,,,,,,,,,,,30,최진욱,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
37,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,H/ZONE,69864-40,117146,1,O,주식회사　누리라인,REFLECTOR,M013S131-1,,1,1,,,,,,,,,,,,,30,최진욱,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
38,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,H/ZONE,69864-30,117145,1,O,주식회사　누리라인,REFLECTOR,M013S131-2,,1,1,,,,,,,,,,,,,30,최진욱,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
39,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,H/ZONE,69864-20,117144,1,O,주식회사　누리라인,REFLECTOR,M013S131-1,,1,1,,,,,,,,,,,,,30,최진욱,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
40,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,H/ZONE,69864-10,117143,1,L237-2,"GLOBALWAFERS CO.,LTD.TAISIL BRANCH",REFLECTOR,M013S131-1,,1,1,,,,,,,,,,,,,30,최진욱,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
41,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70823-10,118857,1,S008-2,삼성전자（주）,ELECTRODE,S008S033,,4,4,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
42,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,69879-10,117256,1,M013-2,엠이엠씨코리아(주),FILLER,M013S097,,10,10,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
43,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70210-90,117820,1,S008-2,삼성전자（주）,LINER,S008S967,,1,1,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
44,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70484-80,118327,1,S008-2,삼성전자（주）,LINER,S008S997-6,,3,3,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
45,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70744-40,118765,1,S008-2,삼성전자（주）,PLATEX,S008S495,,6,6,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
46,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70717-20,118670,1,S008-2,삼성전자（주）,ELEX,S008S301,,4,4,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
47,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70744-220,118783,1,D183-2,주식회사　디비하이텍,APERTURE,D183S078,,5,5,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
48,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70385-390,118166,1,D183-2,주식회사　디비하이텍,APERTURE,D183S078,,10,10,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
49,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,2025326,2025326,1,S008-2,삼성전자（주）,GUIDE,S008S1053-5,,10,10,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
50,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70499-10,118356,1,N049-2,한국일신이온(주),LINER,N049S610,,8,8,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
51,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70539-80,118390,1,S008-2,삼성전자（주）,LINER,S008S997-6,,2,2,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
52,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70385-310,118158,1,D183-2,주식회사　디비하이텍,MIH0453,D183S214,,6,6,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
53,2024-12-26 00:00:00,검사,YES,출하,출하(치수),GS,MCT,2025296,2025296,1,S008-2,삼성전자（주）,APERTURE,S008S795,,4,4,,,,,,,,,,,,,30,김세미,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
54,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,70152-40,117717,1,M013-2,엠이엠씨코리아(주),DET111797,M013S364,,1,1,,,,,,,,,,,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
55,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,67520-50,113930,1,G050-2,GLOBALWAFERS AMERICA.LLC,REFLECTOR OUTER,M013S242,,1,1,,,,,,,,,,,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
56,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,67519-40,113900,1,G050-2,GLOBALWAFERS AMERICA.LLC,REFLECTOR OUTER,M013S242,,1,1,,,,,,,,,,,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
57,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,63247-40,107447,1,M013-2,엠이엠씨코리아(주),28 SHIELD INNER,M013S056-1,,1,1,,,,,,,,,,,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
58,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,69362-40,116309,1,M013-2,엠이엠씨코리아(주),28 SHIELD INNER,M013S056-1,,1,1,,,,,,,,,,,,,10,"김세미, 안지유",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
59,2024-12-27 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70806-20,118849,1,L256-2,AXCELIS TECHNOLOGIES,BEAM,A045S1260,Y,1,1,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
60,2024-12-27 00:00:00,검사,YES,출하,출하(치수),GS,MCT,70443-20,118280,1,S008-2,삼성전자（주）,LINER,H035S091,Y,1,1,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
61,2024-12-27 00:00:00,검사,YES,수입,수입(외주),GS,성림씨앤지,4501612,4501612,1,A045-2,엑셀리스코리아주식회사,MASK,A045S187,,5,5,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
62,2024-12-27 00:00:00,검사,YES,수입,수입(외주),GS,성림씨앤지,2025230,2025230,1,S008-2,삼성전자（주）,APERTURE,S008A735,,70,70,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,70,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
63,2024-12-27 00:00:00,검사,YES,수입,수입(외주),GS,성림씨앤지,2025241,2025241,1,S008-2,삼성전자（주）,SOURCEX,S008S853,,22,22,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,22,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
64,2024-12-27 00:00:00,검사,YES,수입,수입(외주),GS,성림씨앤지,2025232,2025232,1,S008-2,삼성전자（주）,LINEX,S008S762,,48,48,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,48,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
65,2024-12-27 00:00:00,검사,YES,수입,수입(외주),GS,성림씨앤지,4501620,4501620,1,A045-2,엑셀리스코리아주식회사,LINER,A045S323,,106,106,,,,,,,,,,,,,30,안지유,YES,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,106,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
66,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,헬리코일,70167-20,117739,1,S402-2,（주）에스이티,SH05M,S402S086,,30,31,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
67,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,70596-430,118524,1,S402-2,（주）에스이티,SH05M,S402S086,,10,10,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
68,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,2025217,2025217,1,S008-2,삼성전자（주）,APEX,S008S411,,30,29,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
69,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,2025154,2025154,1,S008-2,삼성전자（주）,HEX,S008S533,,20,20,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
70,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,69993-40,117478,1,S008-2,삼성전자（주）,SHIELD,S008S270,,4,4,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
71,2024-12-27 00:00:00,검사,YES,출하,출하(외관),GS,고순도,70009-30,117703,1,S008-2,삼성전자（주）,SHIELD,S008S270,,3,3,,,,,,,,,,,,,10,"노규린, 김덕경",NO,,,합격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,2025-01-01 00:00:00,52,내적실패,,,,,,접수,True,,,O
